NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Marc Sagmoen","sagmoma01","1997","1","TEX","AL","21","21","43","2","6","2","0","1","4","0","0","2","13","0","0","0","1","1","21"
"Tim Salmon","salmoti01","1995","1","CAL","AL","143","143","537","111","177","34","3","34","105","5","5","91","111","2","6","0","4","9","143"
"Tim Salmon","salmoti01","1996","1","CAL","AL","156","156","581","90","166","27","4","30","98","4","2","93","125","7","4","0","3","8","156"
"Tim Salmon","salmoti01","1997","1","ANA","AL","157","157","582","95","172","28","1","33","129","9","12","95","142","5","7","0","11","7","157"
"Tim Salmon","salmoti01","1998","1","ANA","AL","136","136","463","84","139","28","1","26","88","0","1","90","100","5","3","0","10","4","136"
"Juan Samuel","samueju01","1995","1","DET","AL","76","76","171","28","48","10","1","10","34","5","4","24","38","0","2","1","0","3","76"
"Juan Samuel","samueju01","1995","2","KCA","AL","15","15","34","3","6","0","0","2","5","1","0","5","11","1","0","0","0","0","15"
"Juan Samuel","samueju01","1996","1","TOR","AL","69","69","188","34","48","8","3","8","26","9","1","15","65","0","3","0","1","2","69"
"Juan Samuel","samueju01","1997","1","TOR","AL","45","45","95","13","27","5","4","3","15","5","3","10","28","0","2","1","0","2","45"
"Rey Sanchez","sanchre01","1995","1","CHN","NL","114","114","428","57","119","22","2","3","27","6","4","14","48","2","1","8","2","9","114"
"Rey Sanchez","sanchre01","1996","1","CHN","NL","95","95","289","28","61","9","0","1","12","7","1","22","42","6","3","8","2","6","95"
"Rey Sanchez","sanchre01","1997","1","CHN","NL","97","97","205","14","51","9","0","1","12","4","2","11","26","2","0","4","0","7","97"
"Rey Sanchez","sanchre01","1997","2","NYA","AL","38","38","138","21","43","12","0","1","15","0","4","5","21","0","1","5","1","1","38"
"Ryne Sandberg","sandbry01","1996","1","CHN","NL","150","150","554","85","135","28","4","25","92","12","8","54","116","4","7","1","5","9","150"
"Ryne Sandberg","sandbry01","1997","1","CHN","NL","135","135","447","54","118","26","0","12","64","7","4","28","94","3","2","0","3","5","135"
"Deion Sanders","sandede02","1995","1","CIN","NL","33","33","129","19","31","2","3","1","10","16","3","9","18","0","2","2","2","0","33"
"Deion Sanders","sandede02","1995","2","SFN","NL","52","52","214","29","61","9","5","5","18","8","6","18","42","0","2","1","0","1","52"
"Deion Sanders","sandede02","1997","1","CIN","NL","115","115","465","53","127","13","7","5","23","56","13","34","67","2","6","2","2","4","115"
"Reggie Sanders","sandere02","1995","1","CIN","NL","133","133","484","91","148","36","6","28","99","36","12","69","122","4","8","0","6","9","133"
"Reggie Sanders","sandere02","1996","1","CIN","NL","81","81","287","49","72","17","1","14","33","24","8","44","86","4","2","0","1","8","81"
"Reggie Sanders","sandere02","1997","1","CIN","NL","86","86","312","52","79","19","2","19","56","13","7","42","93","3","3","1","0","9","86"
"Reggie Sanders","sandere02","1998","1","CIN","NL","135","135","481","83","129","18","6","14","59","20","9","51","137","2","7","4","2","10","135"
"F.P. Santangelo","santafp01","1995","1","MON","NL","35","35","98","11","29","5","1","1","9","1","1","12","9","0","2","1","0","0","35"
"F.P. Santangelo","santafp01","1996","1","MON","NL","152","152","393","54","109","20","5","7","56","5","2","49","61","4","11","9","5","6","152"
"F.P. Santangelo","santafp01","1997","1","MON","NL","130","130","350","56","87","19","5","5","31","8","5","50","73","1","25","12","3","1","130"
"Benito Santiago","santibe01","1995","1","CIN","NL","81","81","266","40","76","20","0","11","44","2","2","24","48","1","4","0","2","7","81"
"Benito Santiago","santibe01","1996","1","PHI","NL","136","136","481","71","127","21","2","30","85","2","0","49","104","7","1","0","2","8","136"
"Benito Santiago","santibe01","1997","1","TOR","AL","97","97","341","31","83","10","0","13","42","1","0","17","80","1","2","1","5","10","97"
"Mackey Sasser","sassema01","1995","1","PIT","NL","14","14","26","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","14"
"Steve Scarsone","scarsst01","1995","1","SFN","NL","80","80","233","33","62","10","3","11","29","3","2","18","82","0","6","3","1","2","80"
"Steve Scarsone","scarsst01","1996","1","SFN","NL","105","105","283","28","62","12","1","5","23","2","3","25","91","0","2","8","1","6","105"
"Steve Scarsone","scarsst01","1997","1","SLN","NL","5","5","10","0","1","0","0","0","0","1","0","2","5","0","0","0","0","0","5"
"Gene Schall","schalge01","1995","1","PHI","NL","24","24","65","2","15","2","0","0","5","0","0","6","16","1","1","0","0","1","24"
"Gene Schall","schalge01","1996","1","PHI","NL","28","28","66","7","18","5","1","2","10","0","0","12","15","0","1","0","0","2","28"
"Dick Schofield","schofdi02","1995","1","LAN","NL","9","9","10","0","1","0","0","0","0","0","0","1","3","0","0","0","0","0","9"
"Dick Schofield","schofdi02","1995","2","CAL","AL","12","12","20","1","5","0","0","0","2","0","0","4","2","0","0","2","0","1","12"
"Dick Schofield","schofdi02","1996","1","CAL","AL","13","13","16","3","4","0","0","0","0","1","0","1","1","0","0","0","0","0","13"
"Rick Schu","schuri01","1996","1","MON","NL","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Kevin Sefcik","sefcike01","1995","1","PHI","NL","5","5","4","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5"
"Kevin Sefcik","sefcike01","1996","1","PHI","NL","44","44","116","10","33","5","3","0","9","3","0","9","16","3","2","1","2","4","44"
"Kevin Sefcik","sefcike01","1997","1","PHI","NL","61","61","119","11","32","3","0","2","6","1","2","4","9","0","1","7","0","4","61"
"David Segui","seguida01","1995","1","NYN","NL","33","33","73","9","24","3","1","2","11","1","3","12","9","1","1","4","2","2","33"
"David Segui","seguida01","1995","2","MON","NL","97","97","383","59","117","22","3","10","57","1","4","28","38","4","2","4","1","8","97"
"David Segui","seguida01","1996","1","MON","NL","115","115","416","69","119","30","1","11","58","4","4","60","54","4","0","0","1","8","115"
"David Segui","seguida01","1997","1","MON","NL","125","125","459","75","141","22","3","21","68","1","0","57","66","12","1","0","6","9","125"
"Kevin Seitzer","seitzke01","1995","1","ML4","AL","132","132","492","56","153","33","3","5","69","2","0","64","57","2","6","5","3","13","132"
"Kevin Seitzer","seitzke01","1996","1","ML4","AL","132","132","490","74","155","25","3","12","62","6","1","73","68","6","4","5","5","11","132"
"Kevin Seitzer","seitzke01","1996","2","CLE","AL","22","22","83","11","32","10","0","1","16","0","0","14","11","1","1","0","0","2","22"
"Kevin Seitzer","seitzke01","1997","1","CLE","AL","64","64","198","27","53","14","0","2","24","0","0","18","25","0","0","2","2","6","64"
"Bill Selby","selbybi01","1996","1","BOS","AL","40","40","95","12","26","4","0","3","6","1","1","9","11","1","0","1","0","3","40"
"Scott Servais","servasc01","1995","1","HOU","NL","28","28","89","7","20","10","0","1","12","0","1","9","15","2","1","1","1","4","28"
"Scott Servais","servasc01","1995","2","CHN","NL","52","52","175","31","50","12","0","12","35","2","1","23","37","6","2","1","2","5","52"
"Scott Servais","servasc01","1996","1","CHN","NL","129","129","445","42","118","20","0","11","63","0","2","30","75","1","14","3","7","18","129"
"Scott Servais","servasc01","1997","1","CHN","NL","122","122","385","36","100","21","0","6","45","0","1","24","56","7","6","7","3","7","122"
"Scott Servais","servasc01","1998","1","CHN","NL","113","113","325","35","72","15","1","7","36","1","0","26","51","6","5","3","1","12","113"
"Richie Sexson","sexsori01","1997","1","CLE","AL","5","5","11","1","3","0","0","0","0","0","0","0","2","0","0","0","0","2","5"
"Richie Sexson","sexsori01","1998","1","CLE","AL","49","49","174","28","54","14","1","11","35","1","1","6","42","0","3","0","0","3","49"
"Mike Sharperson","sharpmi01","1995","1","ATL","NL","7","7","7","1","1","1","0","0","2","0","0","0","2","0","0","0","0","0","7"
"Danny Sheaffer","sheafda01","1995","1","SLN","NL","76","76","208","24","48","10","1","5","30","0","0","23","38","2","0","0","1","8","76"
"Danny Sheaffer","sheafda01","1996","1","SLN","NL","79","79","198","10","45","9","3","2","20","3","3","9","25","0","3","4","0","13","79"
"Danny Sheaffer","sheafda01","1997","1","SLN","NL","76","76","132","10","33","5","0","0","11","1","0","8","17","0","1","4","1","10","76"
"Andy Sheets","sheetan01","1996","1","SEA","AL","47","47","110","18","21","8","0","0","9","2","0","10","41","0","1","2","1","2","47"
"Andy Sheets","sheetan01","1997","1","SEA","AL","32","32","89","18","22","3","0","4","9","2","0","7","34","0","0","5","1","1","32"
"Gary Sheffield","sheffga01","1995","1","FLO","NL","63","63","213","46","69","8","0","16","46","19","4","55","45","8","4","0","2","3","63"
"Gary Sheffield","sheffga01","1996","1","FLO","NL","161","161","519","118","163","33","1","42","120","16","9","142","66","19","10","0","6","16","161"
"Gary Sheffield","sheffga01","1997","1","FLO","NL","135","135","444","86","111","22","1","21","71","11","7","121","79","11","15","0","2","7","135"
"Scott Sheldon","sheldsc01","1997","1","OAK","AL","13","13","24","2","6","0","0","1","2","0","0","1","6","0","1","1","0","0","13"
"Craig Shipley","shiplcr01","1995","1","HOU","NL","92","92","232","23","61","8","1","3","24","6","1","8","28","3","2","1","2","13","92"
"Craig Shipley","shiplcr01","1996","1","SDN","NL","33","33","92","13","29","5","0","1","7","7","0","2","15","1","2","1","2","0","33"
"Craig Shipley","shiplcr01","1997","1","SDN","NL","63","63","139","22","38","9","0","5","19","1","1","7","20","0","0","1","1","1","63"
"Craig Shipley","shiplcr01","1998","1","ANA","AL","77","77","147","18","38","7","1","2","17","0","4","5","22","0","5","4","1","3","77"
"Terry Shumpert","shumpte01","1995","1","BOS","AL","21","21","47","6","11","3","0","0","3","3","1","4","13","0","0","0","0","0","21"
"Terry Shumpert","shumpte01","1996","1","CHN","NL","27","27","31","5","7","1","0","2","6","0","1","2","11","0","1","0","1","0","27"
"Terry Shumpert","shumpte01","1997","1","SDN","NL","13","13","33","4","9","3","0","1","6","0","0","3","4","0","0","0","1","1","13"
"Terry Shumpert","shumpte01","1998","1","COL","NL","23","23","26","3","6","1","0","1","2","0","0","2","8","0","0","0","0","0","23"
"Joe Siddall","siddajo01","1995","1","MON","NL","7","7","10","4","3","0","0","0","1","0","0","3","3","0","1","0","0","0","7"
"Joe Siddall","siddajo01","1996","1","FLO","NL","18","18","47","0","7","1","0","0","3","0","0","2","8","0","0","0","0","0","18"
"Ruben Sierra","sierrru01","1995","1","OAK","AL","70","70","264","40","70","17","0","12","42","4","4","24","42","2","0","0","3","2","70"
"Ruben Sierra","sierrru01","1995","2","NYA","AL","56","56","215","33","56","15","0","7","44","1","0","22","34","2","0","0","5","6","56"
"Ruben Sierra","sierrru01","1996","1","NYA","AL","96","96","360","39","93","17","1","11","52","1","3","40","58","11","0","0","7","10","96"
"Ruben Sierra","sierrru01","1996","2","DET","AL","46","46","158","22","35","9","1","1","20","3","1","20","25","1","0","0","2","2","46"
"Ruben Sierra","sierrru01","1997","1","CIN","NL","25","25","90","6","22","5","1","2","7","0","0","6","21","1","0","0","0","1","25"
"Ruben Sierra","sierrru01","1997","2","TOR","AL","14","14","48","4","10","0","2","1","5","0","0","3","13","1","0","0","1","0","14"
"Ruben Sierra","sierrru01","1998","1","CHA","AL","27","27","74","7","16","4","1","4","11","2","0","3","11","0","0","0","0","2","27"
"Dave Silvestri","silveda01","1995","1","NYA","AL","17","17","21","4","2","0","0","1","4","0","0","4","9","0","1","0","1","1","17"
"Dave Silvestri","silveda01","1995","2","MON","NL","39","39","72","12","19","6","0","2","7","2","0","9","27","0","0","1","1","2","39"
"Dave Silvestri","silveda01","1996","1","MON","NL","86","86","162","16","33","4","0","1","17","2","1","34","41","6","0","3","1","5","86"
"Dave Silvestri","silveda01","1997","1","TEX","AL","2","2","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2"
"Brian Simmons","simmobr01","1998","1","CHA","AL","5","5","19","4","7","0","0","2","6","0","1","0","2","0","0","0","0","0","5"
"Mike Simms","simmsmi01","1995","1","HOU","NL","50","50","121","14","31","4","0","9","24","1","2","13","28","0","3","0","1","3","50"
"Mike Simms","simmsmi01","1996","1","HOU","NL","49","49","68","6","12","2","1","1","8","1","0","4","16","0","1","0","0","1","49"
"Mike Simms","simmsmi01","1997","1","TEX","AL","59","59","111","13","28","8","0","5","22","0","1","8","27","1","0","0","2","3","59"
"Randall Simon","simonra01","1997","1","ATL","NL","13","13","14","2","6","1","0","0","1","0","0","1","2","0","0","0","0","1","13"
"Randall Simon","simonra01","1998","1","ATL","NL","7","7","16","2","3","0","0","0","4","0","0","0","1","0","0","0","1","0","7"
"Duane Singleton","singldu01","1995","1","ML4","AL","13","13","31","0","2","0","0","0","0","1","0","1","10","0","0","0","0","0","13"
"Duane Singleton","singldu01","1996","1","DET","AL","18","18","56","5","9","1","0","0","3","0","2","4","15","0","1","0","0","2","18"
"Don Slaught","slaugdo01","1995","1","PIT","NL","35","35","112","13","34","6","0","0","13","0","0","9","8","2","1","1","0","5","35"
"Don Slaught","slaugdo01","1996","1","CAL","AL","62","62","207","23","67","9","0","6","32","0","0","13","20","0","2","0","2","12","62"
"Don Slaught","slaugdo01","1996","2","CHA","AL","14","14","36","2","9","1","0","0","4","0","0","2","2","0","0","1","0","4","14"
"Don Slaught","slaugdo01","1997","1","SDN","NL","20","20","20","2","0","0","0","0","0","0","0","5","4","0","0","1","0","1","20"
"Dwight Smith","smithdw01","1995","1","ATL","NL","103","103","131","16","33","8","2","3","21","0","3","13","35","1","2","0","1","2","103"
"Dwight Smith","smithdw01","1996","1","ATL","NL","101","101","153","16","31","5","0","3","16","1","3","17","42","1","1","0","1","2","101"
"Mark Smith","smithma03","1995","1","BAL","AL","37","37","104","11","24","5","0","3","15","3","0","12","22","2","1","2","1","4","37"
"Mark Smith","smithma03","1996","1","BAL","AL","27","27","78","9","19","2","0","4","10","0","2","3","20","0","3","0","0","0","27"
"Mark Smith","smithma03","1997","1","PIT","NL","71","71","193","29","55","13","1","9","35","3","1","28","36","1","0","0","1","3","71"
"Ozzie Smith","smithoz01","1995","1","SLN","NL","44","44","156","16","31","5","1","0","11","4","3","17","12","0","2","5","2","6","44"
"Ozzie Smith","smithoz01","1996","1","SLN","NL","82","82","227","36","64","10","2","2","18","7","5","25","9","0","2","7","0","5","82"
"Chris Snopek","snopech01","1995","1","CHA","AL","22","22","68","12","22","4","0","1","7","1","0","9","12","0","0","0","0","2","22"
"Chris Snopek","snopech01","1996","1","CHA","AL","46","46","104","18","27","6","1","6","18","0","1","6","16","0","1","1","1","5","46"
"Chris Snopek","snopech01","1997","1","CHA","AL","86","86","298","27","65","15","0","5","35","3","2","18","51","0","1","4","2","4","86"
"Chris Snopek","snopech01","1998","1","CHA","AL","53","53","125","17","26","2","0","1","4","3","0","14","24","0","1","0","1","4","53"
"Chris Snopek","snopech01","1998","2","BOS","AL","8","8","12","2","2","0","0","0","2","0","0","2","5","0","0","0","0","0","8"
"J.T. Snow","snowjt01","1995","1","CAL","AL","143","143","544","80","157","22","1","24","102","2","1","52","91","4","3","5","2","16","143"
"J.T. Snow","snowjt01","1996","1","CAL","AL","155","155","575","69","148","20","1","17","67","1","6","56","96","6","5","2","3","19","155"
"J.T. Snow","snowjt01","1997","1","SFN","NL","157","157","531","81","149","36","1","28","104","6","4","96","124","13","1","2","7","8","157"
"Luis Sojo","sojolu01","1995","1","SEA","AL","102","102","339","50","98","18","2","7","39","4","2","23","19","0","1","6","1","9","102"
"Luis Sojo","sojolu01","1996","1","SEA","AL","77","77","247","20","52","8","1","1","16","2","2","10","13","0","1","6","0","8","77"
"Luis Sojo","sojolu01","1996","2","NYA","AL","18","18","40","3","11","2","0","0","5","0","0","1","4","0","0","2","1","2","18"
"Luis Sojo","sojolu01","1997","1","NYA","AL","77","77","215","27","66","6","1","2","25","3","1","16","14","0","1","5","2","5","77"
"Paul Sorrento","sorrepa01","1995","1","CLE","AL","104","104","323","50","76","14","0","25","79","1","1","51","71","6","0","0","4","10","104"
"Paul Sorrento","sorrepa01","1996","1","SEA","AL","143","143","471","67","136","32","1","23","93","0","2","57","103","10","7","2","5","10","143"
"Paul Sorrento","sorrepa01","1997","1","SEA","AL","146","146","457","68","123","19","0","31","80","0","2","51","112","9","3","0","2","13","146"
"Sammy Sosa","sosasa01","1995","1","CHN","NL","144","144","564","89","151","17","3","36","119","34","7","58","134","11","5","0","2","8","144"
"Sammy Sosa","sosasa01","1996","1","CHN","NL","124","124","498","84","136","21","2","40","100","18","5","34","134","6","5","0","4","14","124"
"Sammy Sosa","sosasa01","1997","1","CHN","NL","162","162","642","90","161","31","4","36","119","22","12","45","174","9","2","0","5","16","162"
"Sammy Sosa","sosasa01","1998","1","CHN","NL","159","159","643","134","198","20","0","66","158","18","9","73","171","14","1","0","5","20","159"
"Tim Spehr","spehrti01","1995","1","MON","NL","41","41","35","4","9","5","0","1","3","0","0","6","7","0","0","3","0","0","41"
"Tim Spehr","spehrti01","1996","1","MON","NL","63","63","44","4","4","1","0","1","3","1","0","3","15","0","1","1","0","1","63"
"Tim Spehr","spehrti01","1997","1","KCA","AL","17","17","35","3","6","0","0","1","2","0","0","2","12","0","1","0","0","0","17"
"Tim Spehr","spehrti01","1997","2","ATL","NL","8","8","14","2","3","1","0","1","4","1","0","0","4","0","0","0","0","0","8"
"Bill Spiers","spierbi01","1995","1","NYN","NL","63","63","72","5","15","2","1","0","11","0","1","12","15","1","0","1","2","0","63"
"Bill Spiers","spierbi01","1996","1","HOU","NL","122","122","218","27","55","10","1","6","26","7","0","20","34","4","2","1","1","3","122"
"Bill Spiers","spierbi01","1997","1","HOU","NL","132","132","291","51","93","27","4","4","48","10","5","61","42","6","1","1","1","4","132"
"Scott Spiezio","spiezsc01","1996","1","OAK","AL","9","9","29","6","9","2","0","2","8","0","1","4","4","1","0","2","0","0","9"
"Scott Spiezio","spiezsc01","1997","1","OAK","AL","147","147","538","58","131","28","4","14","65","9","3","44","75","2","1","3","4","13","147"
"Ed Sprague","spraged02","1995","1","TOR","AL","144","144","521","77","127","27","2","18","74","0","0","58","96","3","15","1","7","19","144"
"Ed Sprague","spraged02","1996","1","TOR","AL","159","159","591","88","146","35","2","36","101","0","0","60","146","3","12","0","7","7","159"
"Ed Sprague","spraged02","1997","1","TOR","AL","138","138","504","63","115","29","4","14","48","0","1","51","102","0","6","0","1","10","138"
"Scott Stahoviak","stahosc01","1995","1","MIN","AL","94","94","263","28","70","19","0","3","23","5","1","30","61","1","1","0","2","3","94"
"Scott Stahoviak","stahosc01","1996","1","MIN","AL","130","130","405","72","115","30","3","13","61","3","3","59","114","7","2","1","2","9","130"
"Scott Stahoviak","stahosc01","1997","1","MIN","AL","91","91","275","33","63","17","0","10","33","5","2","24","73","1","6","0","4","7","91"
"Matt Stairs","stairma01","1995","1","BOS","AL","39","39","88","8","23","7","1","1","17","0","1","4","14","0","1","1","1","4","39"
"Matt Stairs","stairma01","1996","1","OAK","AL","61","61","137","21","38","5","1","10","23","1","1","19","23","2","1","0","1","2","61"
"Matt Stairs","stairma01","1997","1","OAK","AL","133","133","352","62","105","19","0","27","73","3","2","50","60","1","3","1","4","6","133"
"Andy Stankiewicz","stankan01","1995","1","HOU","NL","43","43","52","6","6","1","0","0","7","4","2","12","19","2","0","1","0","1","43"
"Andy Stankiewicz","stankan01","1996","1","MON","NL","64","64","77","12","22","5","1","0","9","1","0","6","12","1","3","1","1","1","64"
"Andy Stankiewicz","stankan01","1997","1","MON","NL","76","76","107","11","24","9","0","1","5","1","1","4","22","0","0","7","1","1","76"
"Andy Stankiewicz","stankan01","1998","1","ARI","NL","77","77","145","9","30","5","0","0","8","1","0","7","33","0","2","0","1","3","77"
"Mike Stanley","stanlmi02","1995","1","NYA","AL","118","118","399","63","107","29","1","18","83","1","1","57","106","1","5","0","9","14","118"
"Mike Stanley","stanlmi02","1996","1","BOS","AL","121","121","397","73","107","20","1","24","69","2","0","69","62","3","5","0","2","8","121"
"Mike Stanley","stanlmi02","1997","1","BOS","AL","97","97","260","45","78","17","0","13","53","0","1","39","50","0","6","0","7","9","97"
"Mike Stanley","stanlmi02","1997","2","NYA","AL","28","28","87","16","25","8","0","3","12","0","0","15","22","4","0","0","1","4","28"
"Mike Stanley","stanlmi02","1998","2","BOS","AL","47","47","156","25","45","12","0","7","32","1","0","26","43","2","2","0","4","6","47"
"Terry Steinbach","steinte01","1995","1","OAK","AL","114","114","406","43","113","26","1","15","65","1","3","25","74","4","3","1","4","15","114"
"Terry Steinbach","steinte01","1996","1","OAK","AL","145","145","514","79","140","25","1","35","100","0","1","49","115","5","6","0","2","16","145"
"Terry Steinbach","steinte01","1997","1","MIN","AL","122","122","447","60","111","27","1","12","54","6","1","35","106","2","1","0","4","14","122"
"Lee Stevens","stevele01","1996","1","TEX","AL","27","27","78","6","18","2","3","3","12","0","0","6","22","0","1","0","1","2","27"
"Lee Stevens","stevele01","1997","1","TEX","AL","137","137","426","58","128","24","2","21","74","1","3","23","83","2","1","1","3","18","137"
"Todd Steverson","steveto01","1995","1","DET","AL","30","30","42","11","11","0","0","2","6","2","0","6","10","0","0","0","2","0","30"
"Todd Steverson","steveto01","1996","1","SDN","NL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Andy Stewart","stewaan01","1997","1","KCA","AL","5","5","8","1","2","1","0","0","0","0","0","0","0","0","0","0","0","1","5"
"Shannon Stewart","stewash01","1995","1","TOR","AL","12","12","38","2","8","0","0","0","1","2","0","5","5","0","1","0","0","0","12"
"Shannon Stewart","stewash01","1996","1","TOR","AL","7","7","17","2","3","1","0","0","2","1","0","1","4","0","0","0","0","1","7"
"Shannon Stewart","stewash01","1997","1","TOR","AL","44","44","168","25","48","13","7","0","22","10","3","19","24","1","4","0","2","3","44"
"Kurt Stillwell","stillku01","1996","1","TEX","AL","46","46","77","12","21","4","0","1","4","0","0","10","11","0","1","1","0","1","46"
"Kelly Stinnett","stinnke01","1995","1","NYN","NL","77","77","196","23","43","8","1","4","18","2","0","29","65","3","6","0","0","3","77"
"Kelly Stinnett","stinnke01","1996","1","ML4","AL","14","14","26","1","2","0","0","0","0","0","0","2","11","0","1","0","0","0","14"
"Kelly Stinnett","stinnke01","1997","1","ML4","AL","30","30","36","2","9","4","0","0","3","0","0","3","9","0","0","0","0","0","30"
"Kelly Stinnett","stinnke01","1998","1","ARI","NL","92","92","274","35","71","14","1","11","34","0","1","35","74","3","6","1","2","9","92"
"Kevin Stocker","stockke01","1995","1","PHI","NL","125","125","412","42","90","14","3","1","32","6","1","43","75","9","9","10","3","7","125"
"Kevin Stocker","stockke01","1996","1","PHI","NL","119","119","394","46","100","22","6","5","41","6","4","43","89","9","8","3","4","6","119"
"Kevin Stocker","stockke01","1997","1","PHI","NL","149","149","504","51","134","23","5","4","40","11","6","51","91","7","2","2","1","14","149"
"Doug Strange","strando01","1995","1","SEA","AL","74","74","155","19","42","9","2","2","21","0","3","10","25","0","2","1","0","3","74"
"Doug Strange","strando01","1996","1","SEA","AL","88","88","183","19","43","7","1","3","23","1","0","14","31","0","1","0","2","3","88"
"Doug Strange","strando01","1997","1","MON","NL","118","118","327","40","84","16","2","12","47","0","2","36","76","9","2","5","2","4","118"
"Darryl Strawberry","strawda01","1995","1","NYA","AL","32","32","87","15","24","4","1","3","13","0","0","10","22","1","2","0","0","0","32"
"Darryl Strawberry","strawda01","1996","1","NYA","AL","63","63","202","35","53","13","0","11","36","6","5","31","55","5","1","0","3","3","63"
"Darryl Strawberry","strawda01","1997","1","NYA","AL","11","11","29","1","3","1","0","0","2","0","0","3","9","0","0","0","0","2","11"
"Mark Strittmatter","stritma01","1998","1","COL","NL","4","4","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","4"
"Franklin Stubbs","stubbfr01","1995","1","DET","AL","62","62","116","13","29","11","0","2","19","0","1","19","27","1","1","0","1","3","62"
"Chris Stynes","stynech01","1995","1","KCA","AL","22","22","35","7","6","1","0","0","2","0","0","4","3","0","0","0","0","3","22"
"Chris Stynes","stynech01","1996","1","KCA","AL","36","36","92","8","27","6","0","0","6","5","2","2","5","0","0","1","0","1","36"
"Chris Stynes","stynech01","1997","1","CIN","NL","49","49","198","31","69","7","1","6","28","11","2","11","13","1","4","2","0","5","49"
"Chris Stynes","stynech01","1998","1","CIN","NL","123","123","347","52","88","10","1","6","27","15","1","32","36","1","4","4","1","5","123"
"B.J. Surhoff","surhobj01","1995","1","ML4","AL","117","117","415","72","133","26","3","13","73","7","3","37","43","4","4","2","4","7","117"
"B.J. Surhoff","surhobj01","1996","1","BAL","AL","143","143","537","74","157","27","6","21","82","0","1","47","79","8","3","2","1","7","143"
"B.J. Surhoff","surhobj01","1997","1","BAL","AL","147","147","528","80","150","30","4","18","88","1","1","49","60","14","5","3","10","7","147"
"B.J. Surhoff","surhobj01","1998","1","BAL","AL","162","162","573","79","160","34","1","22","92","9","7","49","81","9","1","1","10","13","162"
"Larry Sutton","suttola01","1997","1","KCA","AL","27","27","69","9","20","2","0","2","8","0","0","5","12","0","0","1","0","0","27"
"Dale Sveum","sveumda01","1996","1","PIT","NL","12","12","34","9","12","5","0","1","5","0","0","6","6","0","0","0","0","0","12"
"Dale Sveum","sveumda01","1997","1","PIT","NL","126","126","306","30","80","20","1","12","47","0","3","27","81","2","0","4","2","8","126"
"Mark Sweeney","sweenma01","1995","1","SLN","NL","37","37","77","5","21","2","0","2","13","1","1","10","15","0","0","1","2","3","37"
"Mark Sweeney","sweenma01","1996","1","SLN","NL","98","98","170","32","45","9","0","3","22","3","0","33","29","2","1","5","0","4","98"
"Mark Sweeney","sweenma01","1997","1","SLN","NL","44","44","61","5","13","3","0","0","4","0","1","9","14","1","1","1","1","2","44"
"Mark Sweeney","sweenma01","1997","2","SDN","NL","71","71","103","11","33","4","0","2","19","2","2","11","18","0","0","0","1","1","71"
"Mike Sweeney","sweenmi01","1995","1","KCA","AL","4","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"Mike Sweeney","sweenmi01","1996","1","KCA","AL","50","50","165","23","46","10","0","4","24","1","2","18","21","0","4","0","3","7","50"
"Mike Sweeney","sweenmi01","1997","1","KCA","AL","84","84","240","30","58","8","0","7","31","3","2","17","33","0","6","1","2","8","84"
"Tony Tarasco","tarasto01","1995","1","MON","NL","126","126","438","64","109","18","4","14","40","24","3","51","78","12","2","3","1","2","126"
"Tony Tarasco","tarasto01","1996","1","BAL","AL","31","31","84","14","20","3","0","1","9","5","3","7","15","0","0","1","0","1","31"
"Tony Tarasco","tarasto01","1997","1","BAL","AL","100","100","166","26","34","8","1","7","26","2","2","25","33","1","1","1","0","3","100"
"Tony Tarasco","tarasto01","1998","1","CIN","NL","15","15","24","5","5","2","0","1","4","0","0","3","5","0","0","1","0","0","15"
"Danny Tartabull","tartada01","1995","1","NYA","AL","59","59","192","25","43","12","0","6","28","0","0","33","54","1","1","0","4","6","59"
"Danny Tartabull","tartada01","1995","2","OAK","AL","24","24","88","9","23","4","0","2","7","0","2","10","28","0","0","0","0","3","24"
"Danny Tartabull","tartada01","1996","1","CHA","AL","132","132","472","58","120","23","3","27","101","1","2","64","128","4","0","0","5","10","132"
"Danny Tartabull","tartada01","1997","1","PHI","NL","3","3","7","2","0","0","0","0","0","0","0","4","4","0","0","0","0","0","3"
"Fernando Tatis","tatisfe01","1997","1","TEX","AL","60","60","223","29","57","9","0","8","29","3","0","14","42","0","0","2","2","6","60"
"Jim Tatum","tatumji01","1995","1","COL","NL","34","34","34","4","8","1","1","0","4","0","0","1","7","0","0","0","0","1","34"
"Jim Tatum","tatumji01","1996","1","BOS","AL","2","2","8","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","2"
"Jim Tatum","tatumji01","1996","2","SDN","NL","5","5","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5"
