NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Michael Tucker","tuckemi01","2001","1","CIN","NL","86","86","231","31","56","10","1","7","30","12","5","23","55","1","1","5","5","4","86"
"Michael Tucker","tuckemi01","2001","2","CHN","NL","63","63","205","31","54","9","7","5","31","4","3","23","47","3","1","5","1","4","63"
"Chris Turner","turnech01","1998","1","KCA","AL","4","4","9","0","0","0","0","0","0","0","0","0","4","0","1","0","0","1","4"
"Chris Turner","turnech01","1999","1","CLE","AL","12","12","21","3","4","0","0","0","0","1","0","1","8","0","0","0","0","0","12"
"Chris Turner","turnech01","2000","1","NYA","AL","37","37","89","9","21","3","0","1","7","0","1","10","21","0","1","2","0","2","37"
"Jason Tyner","tynerja01","2000","1","NYN","NL","13","13","41","3","8","2","0","0","5","1","1","1","4","0","1","3","2","1","13"
"Jason Tyner","tynerja01","2000","2","TBA","AL","37","37","83","6","20","2","0","0","8","6","1","4","12","0","1","5","1","1","37"
"Tim Unroe","unroeti01","1999","1","ANA","AL","27","27","54","5","13","2","0","1","6","0","0","4","16","0","1","0","0","0","27"
"Tim Unroe","unroeti01","2000","1","ATL","NL","4","4","5","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","4"
"Juan Uribe","uribeju01","2001","1","COL","NL","72","72","273","32","82","15","11","8","53","3","0","8","55","1","2","0","0","6","72"
"Mario Valdez","valdema02","2000","1","OAK","AL","5","5","12","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5"
"Pedro Valdes","valdepe01","2000","1","TEX","AL","30","30","54","4","15","5","0","1","5","0","0","6","7","0","0","0","0","0","30"
"Javier Valentin","valenja01","1998","1","MIN","AL","55","55","162","11","32","7","1","3","18","0","0","11","30","1","0","3","1","7","55"
"Javier Valentin","valenja01","1999","1","MIN","AL","78","78","218","22","54","12","1","5","28","0","0","22","39","0","1","1","5","2","78"
"John Valentin","valenjo02","1999","1","BOS","AL","113","113","450","58","114","27","1","12","70","0","1","40","68","2","4","1","8","11","113"
"John Valentin","valenjo02","2000","1","BOS","AL","10","10","35","6","9","1","0","2","2","0","1","2","5","0","0","1","0","1","10"
"John Valentin","valenjo02","2001","1","BOS","AL","20","20","60","8","12","2","0","1","5","0","0","9","8","0","1","0","0","4","20"
"Jose Valentin","valenjo03","1998","1","MIL","NL","151","151","428","65","96","24","0","16","49","10","7","63","105","8","1","2","3","2","151"
"Jose Valentin","valenjo03","1999","1","MIL","NL","89","89","256","45","58","9","5","10","38","3","2","48","52","7","2","2","5","3","89"
"Jose Valentin","valenjo03","2000","1","CHA","AL","144","144","568","107","155","37","6","25","92","19","2","59","106","1","4","13","4","11","144"
"Jose Valentin","valenjo03","2001","1","CHA","AL","124","124","438","74","113","22","2","28","68","9","6","50","114","2","3","8","3","7","124"
"Yohanny Valera","valeryo01","2000","1","MON","NL","7","7","10","1","0","0","0","0","1","0","0","1","5","0","1","1","0","0","7"
"John Vander Wal","vandejo02","1998","2","SDN","NL","20","20","25","3","6","3","0","0","0","0","0","6","5","0","0","0","0","1","20"
"John Vander Wal","vandejo02","1999","1","SDN","NL","132","132","246","26","67","18","0","6","41","2","1","37","59","1","2","0","3","5","132"
"John Vander Wal","vandejo02","2000","1","PIT","NL","134","134","384","74","115","29","0","24","94","11","2","72","92","5","2","0","3","7","134"
"Jason Varitek","varitja01","1999","1","BOS","AL","144","144","483","70","130","39","2","20","76","1","2","46","85","2","2","5","8","12","144"
"Jason Varitek","varitja01","2000","1","BOS","AL","139","139","448","55","111","31","1","10","65","1","1","60","84","3","6","1","4","16","139"
"Jason Varitek","varitja01","2001","1","BOS","AL","51","51","174","19","51","11","1","7","25","0","0","21","35","3","1","1","1","6","51"
"Greg Vaughn","vaughgr01","1998","1","SDN","NL","158","158","573","112","156","28","4","50","119","11","4","79","121","6","5","0","4","7","158"
"Greg Vaughn","vaughgr01","1999","1","CIN","NL","153","153","550","104","135","20","2","45","118","15","2","85","137","3","3","0","5","9","153"
"Greg Vaughn","vaughgr01","2000","1","TBA","AL","127","127","461","83","117","27","1","28","74","8","1","80","128","3","2","0","2","10","127"
"Mo Vaughn","vaughmo01","1999","1","ANA","AL","139","139","524","63","147","20","0","33","108","0","0","54","127","7","11","0","3","11","139"
"Mo Vaughn","vaughmo01","2000","1","ANA","AL","161","161","614","93","167","31","0","36","117","2","0","79","181","11","14","0","5","14","161"
"Jorge Velandia","velanjo01","1998","1","OAK","AL","8","8","4","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","8"
"Jorge Velandia","velanjo01","1999","1","OAK","AL","63","63","48","4","9","1","0","0","2","2","0","2","13","0","1","0","0","0","63"
"Jorge Velandia","velanjo01","2000","1","OAK","AL","18","18","24","1","3","1","0","0","2","0","0","0","6","0","1","0","0","0","18"
"Jorge Velandia","velanjo01","2000","2","NYN","NL","15","15","7","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","15"
"Randy Velarde","velarra01","1999","1","ANA","AL","95","95","376","57","115","15","4","9","48","13","4","43","56","1","4","2","0","8","95"
"Randy Velarde","velarra01","1999","2","OAK","AL","61","61","255","48","85","10","3","7","28","11","4","27","42","1","2","2","0","11","61"
"Randy Velarde","velarra01","2000","1","OAK","AL","122","122","485","82","135","23","0","12","41","9","3","54","95","0","3","3","1","15","122"
"Robin Ventura","venturo01","1999","1","NYN","NL","161","161","588","88","177","38","0","32","120","1","1","74","109","10","3","1","5","14","161"
"Robin Ventura","venturo01","2000","1","NYN","NL","141","141","469","61","109","23","1","24","84","3","5","75","91","12","2","1","4","14","141"
"Quilvio Veras","verasqu01","1998","1","SDN","NL","138","138","517","79","138","24","2","6","45","24","9","84","78","2","6","1","4","6","138"
"Quilvio Veras","verasqu01","1999","1","SDN","NL","132","132","475","95","133","25","2","6","41","30","17","65","88","0","2","1","2","7","132"
"Quilvio Veras","verasqu01","2000","1","ATL","NL","84","84","298","56","92","15","0","5","37","25","12","51","50","0","5","6","4","8","84"
"Quilvio Veras","verasqu01","2001","1","ATL","NL","71","71","258","39","65","14","2","3","25","7","4","24","52","1","7","4","2","4","71"
"Wilton Veras","veraswi01","1999","1","BOS","AL","36","36","118","14","34","5","1","2","13","0","2","5","14","0","2","0","2","5","36"
"Wilton Veras","veraswi01","2000","1","BOS","AL","49","49","164","21","40","7","1","0","14","0","0","7","20","0","2","3","3","2","49"
"Jose Vidro","vidrojo01","1998","1","MON","NL","83","83","205","24","45","12","0","0","18","2","2","27","33","0","4","6","3","5","83"
"Jose Vidro","vidrojo01","1999","1","MON","NL","140","140","494","67","150","45","2","12","59","0","4","29","51","2","4","2","2","12","140"
"Jose Vidro","vidrojo01","2000","1","MON","NL","153","153","606","101","200","51","2","24","97","5","4","49","69","4","2","0","6","17","153"
"Fernando Vina","vinafe01","1998","1","MIL","NL","159","159","637","101","198","39","7","7","45","22","16","54","46","2","25","5","1","7","159"
"Fernando Vina","vinafe01","1999","1","MIL","NL","37","37","154","17","41","7","0","1","16","5","2","14","6","0","4","3","2","1","37"
"Fernando Vina","vinafe01","2000","1","SLN","NL","123","123","487","81","146","24","6","4","31","10","8","36","36","0","28","2","1","5","123"
"Joe Vitiello","vitiejo01","1998","1","KCA","AL","3","3","7","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","3"
"Joe Vitiello","vitiejo01","1999","1","KCA","AL","13","13","41","4","6","1","0","1","4","0","0","2","9","0","2","0","0","2","13"
"Joe Vitiello","vitiejo01","2000","1","SDN","NL","39","39","52","7","13","3","0","2","8","0","0","10","9","0","0","0","1","1","39"
"Jose Vizcaino","vizcajo01","1998","1","LAN","NL","67","67","237","30","62","9","0","3","29","7","3","17","35","0","1","10","2","4","67"
"Jose Vizcaino","vizcajo01","1999","1","LAN","NL","94","94","266","27","67","9","0","1","29","2","1","20","23","0","1","9","2","9","94"
"Jose Vizcaino","vizcajo01","2000","1","LAN","NL","40","40","93","9","19","2","1","0","4","1","0","10","15","3","1","2","0","3","40"
"Jose Vizcaino","vizcajo01","2000","2","NYA","AL","73","73","174","23","48","8","1","0","10","5","7","12","28","0","0","3","2","3","73"
"Jose Vizcaino","vizcajo01","2001","1","HOU","NL","107","107","256","38","71","8","3","1","14","3","2","15","33","0","2","9","0","6","107"
"Omar Vizquel","vizquom01","1999","1","CLE","AL","144","144","574","112","191","36","4","5","66","42","9","65","50","0","1","17","7","8","144"
"Omar Vizquel","vizquom01","2000","1","CLE","AL","156","156","613","101","176","27","3","7","66","22","10","87","72","0","5","7","5","13","156"
"Omar Vizquel","vizquom01","2001","1","CLE","AL","155","155","611","84","156","26","8","2","50","13","9","61","72","0","2","15","4","14","155"
"Jack Voigt","voigtja01","1998","1","OAK","AL","57","57","72","7","10","4","0","1","10","5","1","6","19","0","0","1","0","1","57"
"Chris Wakeland","wakelch01","2001","1","DET","AL","10","10","36","5","9","2","0","2","6","0","0","0","13","0","0","0","0","0","10"
"Matt Walbeck","walbema01","1999","1","ANA","AL","107","107","288","26","69","8","1","3","22","2","3","26","46","1","3","3","1","12","107"
"Matt Walbeck","walbema01","2000","1","ANA","AL","47","47","146","17","29","5","0","6","12","0","1","7","22","0","1","1","0","2","47"
"Larry Walker","walkela01","1999","1","COL","NL","127","127","438","108","166","26","4","37","115","11","4","57","52","8","12","0","6","12","127"
"Larry Walker","walkela01","2000","1","COL","NL","87","87","314","64","97","21","7","9","51","5","5","46","40","4","9","0","3","12","87"
"Larry Walker","walkela01","2001","1","COL","NL","142","142","497","107","174","35","3","38","123","14","5","82","103","6","14","0","8","9","142"
"Todd Walker","walketo04","1998","1","MIN","AL","143","143","528","85","167","41","3","12","62","19","7","47","65","9","2","0","4","13","143"
"Todd Walker","walketo04","1999","1","MIN","AL","143","143","531","62","148","37","4","6","46","18","10","52","83","5","1","0","2","15","143"
"Todd Walker","walketo04","2000","1","MIN","AL","23","23","77","14","18","1","0","2","8","3","0","7","10","0","0","0","3","3","23"
"Todd Walker","walketo04","2000","2","COL","NL","57","57","171","28","54","10","4","7","36","4","1","20","19","0","1","1","3","2","57"
"Todd Walker","walketo04","2001","1","COL","NL","85","85","290","52","86","18","2","12","43","1","3","25","40","1","0","3","3","8","85"
"Todd Walker","walketo04","2001","2","CIN","NL","66","66","261","41","77","17","0","5","32","0","5","26","42","0","1","1","0","6","66"
"Jerome Walton","waltoje01","1998","1","TBA","AL","12","12","34","4","11","3","0","0","3","0","0","2","6","0","0","0","0","1","12"
"Daryle Ward","wardda01","1998","1","HOU","NL","4","4","3","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","4"
"Daryle Ward","wardda01","1999","1","HOU","NL","64","64","150","11","41","6","0","8","30","0","0","9","31","0","0","0","2","3","64"
"Daryle Ward","wardda01","2000","1","HOU","NL","119","119","264","36","68","10","2","20","47","0","0","15","61","2","0","0","2","6","119"
"Daryle Ward","wardda01","2001","1","HOU","NL","95","95","213","21","56","15","0","9","39","0","0","19","48","4","1","0","2","3","95"
"Turner Ward","wardtu01","1998","1","PIT","NL","123","123","282","33","74","13","3","9","46","5","4","27","40","1","4","4","7","4","123"
"Turner Ward","wardtu01","1999","1","PIT","NL","49","49","91","2","19","2","0","0","8","2","2","13","9","0","1","3","1","2","49"
"Turner Ward","wardtu01","1999","2","ARI","NL","10","10","23","6","8","1","0","2","7","0","0","2","6","0","0","0","1","0","10"
"Turner Ward","wardtu01","2000","1","ARI","NL","15","15","52","5","9","4","0","0","4","1","1","5","7","0","0","1","1","3","15"
"B.J. Waszgis","waszgbj01","2000","1","TEX","AL","24","24","45","6","10","1","0","0","4","0","0","4","10","0","1","0","1","1","24"
"Pat Watkins","watkipa01","1999","1","COL","NL","16","16","19","2","1","0","0","0","0","0","0","2","5","0","0","1","0","1","16"
"Lenny Webster","webstle01","1999","1","BAL","AL","16","16","36","1","6","1","0","0","3","0","0","8","5","0","1","0","0","1","16"
"Lenny Webster","webstle01","1999","2","BOS","AL","6","6","14","0","0","0","0","0","1","0","0","2","2","0","1","0","0","0","6"
"Lenny Webster","webstle01","2000","1","MON","NL","39","39","81","6","17","3","0","0","5","0","0","6","14","1","0","0","0","5","39"
"John Wehner","wehnejo01","1998","1","FLO","NL","53","53","88","10","20","2","0","0","5","1","0","7","12","0","0","0","1","3","53"
"John Wehner","wehnejo01","1999","1","PIT","NL","39","39","65","6","12","2","0","1","4","1","0","7","12","0","0","3","0","1","39"
"John Wehner","wehnejo01","2000","1","PIT","NL","21","21","50","10","15","3","0","1","9","0","0","4","6","0","0","1","0","1","21"
"Walt Weiss","weisswa01","1999","1","ATL","NL","110","110","279","38","63","13","4","2","29","7","3","35","48","1","3","6","4","1","110"
"Walt Weiss","weisswa01","2000","1","ATL","NL","80","80","192","29","50","6","2","0","18","1","1","26","32","1","3","3","3","2","80"
"Vernon Wells","wellsve01","1999","1","TOR","AL","24","24","88","8","23","5","0","1","8","1","1","4","18","0","0","0","0","6","24"
"Vernon Wells","wellsve01","2000","1","TOR","AL","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Devon White","whitede03","1999","1","LAN","NL","134","134","474","60","127","20","2","14","68","19","5","39","88","2","11","0","2","10","134"
"Devon White","whitede03","2000","1","LAN","NL","47","47","158","26","42","5","1","4","13","3","6","9","30","0","1","0","0","3","47"
"Devon White","whitede03","2001","1","MIL","NL","126","126","390","52","108","25","2","14","47","18","3","28","95","1","12","1","1","6","126"
"Mark Whiten","whitema01","1999","1","CLE","AL","8","8","25","2","4","1","0","1","4","0","0","3","4","0","0","0","0","1","8"
"Mark Whiten","whitema01","2000","1","CLE","AL","6","6","7","2","2","1","0","0","1","0","0","3","2","0","0","0","0","0","6"
"Rondell White","whitero02","1998","1","MON","NL","97","97","357","54","107","21","2","17","58","16","7","30","57","2","7","0","3","7","97"
"Rondell White","whitero02","1999","1","MON","NL","138","138","539","83","168","26","6","22","64","10","6","32","85","2","11","0","6","17","138"
"Rondell White","whitero02","2000","1","MON","NL","75","75","290","52","89","24","0","11","54","5","1","28","67","0","2","0","2","4","75"
"Rondell White","whitero02","2000","2","CHN","NL","19","19","67","7","22","2","0","2","7","0","2","5","12","0","2","0","0","0","19"
"Rondell White","whitero02","2001","1","CHN","NL","95","95","323","43","99","19","1","17","50","1","0","26","56","4","7","1","0","14","95"
"Chris Widger","widgech01","1998","1","MON","NL","125","125","417","36","97","18","1","15","53","6","1","29","85","2","0","0","2","5","125"
"Chris Widger","widgech01","1999","1","MON","NL","124","124","383","42","101","24","1","14","56","1","4","28","86","0","7","0","1","5","124"
"Chris Widger","widgech01","2000","1","MON","NL","86","86","281","31","67","17","2","12","34","1","2","29","61","3","1","0","1","5","86"
"Chris Widger","widgech01","2000","2","SEA","AL","10","10","11","1","1","0","0","1","1","0","0","1","2","0","0","0","0","0","10"
"Rick Wilkins","wilkiri01","1998","1","SEA","AL","19","19","41","5","8","1","1","1","4","0","0","4","14","0","0","0","1","1","19"
"Rick Wilkins","wilkiri01","1998","2","NYN","NL","5","5","15","3","2","0","0","0","1","0","0","2","2","0","0","0","0","0","5"
"Rick Wilkins","wilkiri01","1999","1","LAN","NL","3","3","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3"
"Rick Wilkins","wilkiri01","2000","1","SLN","NL","4","4","11","3","3","0","0","0","1","0","0","2","2","0","0","0","0","0","4"
"Bernie Williams","willibe02","1998","1","NYA","AL","128","128","499","101","169","30","5","26","97","15","9","74","81","9","1","0","4","19","128"
"Bernie Williams","willibe02","1999","1","NYA","AL","158","158","591","116","202","28","6","25","115","9","10","100","95","17","1","0","5","11","158"
"Bernie Williams","willibe02","2000","1","NYA","AL","141","141","537","108","165","37","6","30","121","13","5","71","84","11","5","0","3","15","141"
"Eddie Williams","willied01","1998","1","SDN","NL","17","17","28","1","4","0","0","0","3","0","0","2","6","0","0","0","1","1","17"
"Gerald Williams","willige02","1999","1","ATL","NL","143","143","422","76","116","24","1","17","68","19","11","33","67","1","6","4","2","8","143"
